,smiles
19399,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)cc1OC
19400,CC(C)CN1CCC(c2nc(-c3ccc4nc(N)n(S(=O)(=O)C(C)C)c4c3)c(-c3ccccc3)[nH]2)CC1
19401,Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21
19402,Cn1cc(-c2nc(N)ncc2-c2cncnc2)c2ccccc21
19403,CCC(CO)NC(=O)C1=CC2c3cccc4c3c(cn4C)CC2N(C)C1
19404,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3cn(C)c4ccccc34)c(C)c12
19405,Cn1cc(C2=C(c3cn(CCCO)c4ccccc34)C(=O)NC2=O)c2ncccc21
19406,Cn1cc(C2=C(c3cn(CCCn4ccnc4)c4ccccc34)C(=O)NC2=O)c2ncccc21
19407,Cn1cc(C2=C(c3cn(CCCN4CCOCC4)c4ccccc34)C(=O)NC2=O)c2ncccc21
19408,Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21
19409,Cn1cc(C2=C(c3cn(C4CCN(C(=O)OC(C)(C)C)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
19410,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
19411,Cn1cc(C2=C(c3cn(C4CCCNC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
19412,Cn1cc(C2=C(c3cn(C4CCN(CC5CC5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
19413,CN1CCC(n2cc(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)CC1
19414,CCN1CCC(n2cc(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)CC1
19415,CN1CC2=Cc3c(-c4c(O)[nH]c(O)c4-c4cn(C)c5ccccc45)c4ccccc4n3CC2C1
19416,Cn1cc(C=C2C(=O)NN=C2c2nccs2)c2c(Br)cccc21
19417,Cn1cc(C=C2C(=O)NN=C2c2cnns2)c2c(Br)cccc21
19418,Cn1cc(C=C2C(=O)NN=C2c2cnns2)c2c(F)cccc21
19419,CCOc1cccc2c1c(C=C1C(=O)NN=C1c1cnns1)cn2C
19420,COc1ccc2c(c(C=C3C(=O)NN=C3c3cnns3)cn2C)c1Br
19421,COc1cccc2c1c(C=C1C(=O)NN=C1c1cnns1)cn2C
19422,Cn1cc(C=C2C(=O)NN=C2c2snnc2-c2ccccc2)c2c(Br)cccc21
19423,Cn1cc(C=C2C(=O)NN=C2c2cnccn2)c2c(Br)cccc21
19424,Cn1cc(C=C2C(=O)NN=C2c2cnccn2)c2c(F)cccc21
19425,COc1cccc2c1c(C=C1C(=O)NN=C1c1cnccn1)cn2C
19426,CC(Oc1cccc2c1c(C=C1C(=O)NN=C1c1nccs1)cn2C)c1ccccc1
19427,COC(=O)c1cccc2c1c(C=C1C(=O)NN=C1c1cnns1)cn2C
19428,COc1cccc(C2=C(c3cn(C)c4cc(C)ccc34)C(=O)NC2=O)c1
19429,COc1cccc(C2=C(c3cn(C)c4cc(F)ccc34)C(=O)NC2=O)c1
19430,COc1cccc(C2=C(c3cn(C)c4ccc(Cl)cc34)C(=O)NC2=O)c1
19431,COc1cccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1
19432,Cn1cc(C2=C(c3cccc(OCCN)c3)C(=O)NC2=O)c2ccccc21
19433,COc1ccc2c(c1)c(Cc1c(O)[nH]c3ccc(S(N)(=O)=O)cc13)cn2C
19434,Cn1cc(-c2nc(N)ncc2-c2ccncc2)c2ccccc21
19435,COc1ccc(-c2c[nH]c(O)c2-c2cn(C)c3ccccc23)cc1
19436,Cn1cc(C=C2C(=O)NN=C2c2nccs2)c2cc(F)ccc21
19437,Cn1cc(C=C2C(=O)NN=C2c2cnns2)c2cc(F)ccc21
19438,Cn1cc(C=C2C(=O)NN=C2c2cnccn2)c2cc(F)ccc21
19439,Cn1cc(C2=C(c3cccc(CC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21
19440,Cn1cc(C2=C(c3cccc(N)c3)C(=O)NC2=O)c2ccccc21
19441,NC(=O)c1c(Br)n(OC2OC(CO)C(O)C2O)c2ncncc12
19442,CNc1nc2c(nc(NC)c3ncn(C)c32)s1
19443,COc1c(NCCNc2ccccn2)c(F)c(N)c2c(=O)c(C(=O)O)cn(CCC(C)C)c12
19444,Cc1ccc(C(=O)NC(C)C)cc1C#Cc1cnc2ccnn2c1
19445,CC(C)(O)Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21
19446,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14
19447,CNc1nc(-c2ccccc2O)cc(C2CCCNC2)c1C#N
19448,CN1CCCC(c2cc(-c3ccccc3O)nc(N)c2C#N)C1
19449,N#Cc1c(C2CCCNC2)cc(-c2ccccc2O)nc1N
19450,CC(=O)Nc1nc(-c2ccccc2O)cc(C2CCCNC2)c1C#N
19451,COc1ccc(-c2cc(C3CCCNC3)c(C#N)c(N)n2)c(O)c1
19452,CC(C)n1cc(-c2ccc(Oc3ccccc3[N+](=O)[O-])cc2)c2c(N)ncnc21
19453,CC(C)n1cc(-c2ccc(Oc3ccc(C#N)cc3)cc2)c2c(N)ncnc21
19454,CC(C)n1cc(C(=O)c2cncc(NC3CCNC3c3ccc(F)cc3)n2)c2c(N)ncnc21
19455,CC(C)n1cc(C(=O)c2cncc(NC3CCCC3c3ccccc3)n2)c2c(N)ncnc21
19456,CC(C)n1cc(C(=O)c2cncc(NC3CCOC3c3ccc(F)cc3)n2)c2c(N)ncnc21
19457,CC(C)n1cc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21
19458,CC(C)n1cc(C(=O)c2cncc(NCCc3cccnc3)n2)c2c(N)ncnc21
19459,CNc1cncc(C(=O)c2cn(C(C)C)c3ncnc(N)c23)n1
19460,CC(C)n1cc(-c2ccc(Oc3ccccc3C(=O)O)cc2)c2c(N)ncnc21
19461,CC(C)n1cc(-c2ccc(Oc3ccc(C(=O)O)cc3)cc2)c2c(N)ncnc21
19462,CC(C)n1cc(-c2ccc(Oc3ccccc3CO)cc2)c2c(N)ncnc21
19463,CC(C)n1cc(-c2ccc(Oc3ccccc3C#N)cc2)c2c(N)ncnc21
19464,CC(C)n1cc(-c2ccc(Oc3ccc(CO)cc3)cc2)c2c(N)ncnc21
19465,NC(=O)C1CCC(n2c(=O)[nH]c3ncc(-c4ccc(O)cc4)nc32)CC1
19467,O=c1[nH]c2ncc(-c3ccc(O)cc3)nc2n1C1CCOCC1
19468,COc1ccnc2c1c(-c1ccnc(N)n1)cn2C
19469,CC(C)Oc1ccnc2[nH]cc(-c3ccnc(N)n3)c12
19470,COc1ccnc2[nH]cc(-c3ccnc(N)n3)c12
19471,CCOc1ccnc2[nH]cc(-c3ccnc(N)n3)c12
19472,COc1ccnc2c1c(-c1ccnc(N)n1)c1ccnc(N)n12
19473,COc1ccnc2[nH]cc(-c3ccncn3)c12
19474,COc1ccncc1-c1cc(C(N)=O)c2[nH]ccc2c1
19475,COc1ccncc1-c1[nH][nH]c(=O)c1N=Nc1ccccc1
19476,COc1ccncc1-c1[nH][nH]c(=O)c1N=Nc1ccc(Cl)cc1
19477,COc1ccncc1-c1[nH][nH]c(=O)c1N=Nc1ccncc1
19478,COc1ccc(N=Nc2c(-c3cnccc3OC)[nH][nH]c2=O)cc1
19479,COc1ccncc1-c1[nH][nH]c(=O)c1N=Nc1ccc(C(=O)O)cc1
19480,COc1ccc2c(Oc3ccc(NC(=O)c4c(CN5CCCC5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1
19481,COc1ccc2c(Oc3ccc4c(C(N)=O)cccc4c3)ccnc2c1
19482,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)ccc34)ccc12
19483,COc1ccc2c(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)ccnc2c1
19484,COc1ccc2c(Oc3ccc(NC(=O)c4c(C5CCOCC5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1
19485,COc1ccncc1-c1[nH][nH]c(=O)c1N=Nc1ccc(N2CCOCC2)cc1
19486,CC(C)COc1ccc2sc3c(c2c1)NCC(C)NC3=O
19487,CC1CNc2c(sc3ccc(OCC4CC4)cc23)C(=O)N1
19488,COc1ccnc2sc(C(N)=O)c(N)c12
19489,CCOc1ccnc2sc(C(N)=O)c(N)c12
19490,COc1ccncc1-c1[nH][nH]c(=O)c1N=Nc1cccnc1
19491,CC(O)C(=O)O
19492,NC(=O)c1cccc2c1C(=O)NC2
19493,COC(=O)c1c(NC(=O)Nc2cccc3ccccc23)cc(C(C)(C)C)n1C
19494,O=c1cc(-c2cccc(O)c2)oc2cc(O)ccc12
19495,O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12
19496,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2cc(O)ccc12
19497,O=c1cc(-c2ccc(OCc3ccccc3)cc2)oc2cc(O)ccc12
19498,COc1cc(-c2cc(=O)c3ccc(O)cc3o2)cc(OC)c1O
19499,COc1cc(-c2cc(=O)c3ccc(OC(C)=O)cc3o2)cc(OC)c1O
19500,COc1ccc(-c2cc3c(NC(=O)c4ccco4)ncnc3o2)cc1
19501,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c12
19502,Cc1c(N2CCOCC2)oc(-c2ccc(Cl)cc2)cc1=O
19503,COc1ccc(-c2cc3c(NC(=O)c4cccc(F)c4)ncnc3o2)cc1
19504,COc1ccc(-c2cc3c(NC(=O)C(C)C)ncnc3o2)cc1
19505,CN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
19506,CC(C)(O)CN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
19507,CC(C)(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
19508,OCCN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
19509,CS(=O)(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
19510,OC1CCCC1N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
19511,CN(C)C(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
19512,CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
19513,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
19514,N#CC(C#N)=C1CCc2c1ccc(O)c2O
19515,Cc1[nH]n(-c2ccc(C(=O)O)cc2)c(=O)c1C=c1c(C)c(C#N)c2nc3ccccc3n2c1=O
19516,Cc1[nH]n(-c2cccc(Br)c2)c(=O)c1C=c1c(C)c(C#N)c2nc3ccccc3n2c1=O
19517,Cc1[nH]n(-c2ccccc2)c(=O)c1C=c1c(C)c(C#N)c2nc3ccccc3n2c1=O
19518,O=c1[nH]c(CN2CCC(O)C2)nc2c1oc1ccc(Cl)cc12
19519,Cc1cccc(Cl)c1NC(=O)c1ccc2nc(NC(=O)C3CC3CN3CCCC3)sc2c1
19520,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cccc(N6CCN(C)CC6)c5)nc34)CC2)no1
19521,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cccc(CN6CCOCC6)c5)nc34)CC2)no1
19522,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cc(C)on5)nc34)CC2)no1
19523,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cccc(CN(C)C)c5)nc34)CC2)no1
19524,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5ccc(CN)cc5)nc34)CC2)no1
19525,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2
19526,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(N5CCN(Cn6cccn6)CC5)nc34)CC2)no1
19527,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cccc(OCCN(C)C)c5)nc34)CC2)no1
19528,CN(C)c1ccc(-c2nc3c(Cl)c(Cl)cnc3[nH]2)cc1
19529,Cc1cccc(Cl)c1NC(=O)c1ccc2nc(NC(=O)C3CC3CN(C)C)sc2c1
19530,CC(c1ccccc1)N1CCN(c2c(Cl)cnc3[nH]c(-c4ccc(N(C)C)cc4)nc23)CC1
19531,COc1cc(C2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C
19532,Cc1cccc(Cl)c1NC(=O)c1ccc2nc(NC(=O)C3CC3CO)sc2c1
19533,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5ccc(N6CCN(C)CC6)cc5)nc34)CC2)no1
19534,CC(Oc1nc(C(F)(F)F)nc2ncc(-c3cnn(CCO)c3)cc12)c1c(Cl)ccc(F)c1Cl
19535,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cnn(CC(F)F)c5)nc34)CC2)no1
19536,CCn1cc(-c2nc3c(N4CCN(Cc5cc(C)on5)CC4)c(Cl)cnc3[nH]2)cn1
19537,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cnn(C(C)C)c5)nc34)CC2)no1
19538,O=C(O)c1cc(O)c(O)c2c1c([N+](=O)[O-])c(Cl)c1ccccc12
19539,CNc1c(Cl)cnc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12
19540,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cnn(C)c5)nc34)CC2)no1
19541,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5nccn5C)nc34)CC2)no1
19542,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5ccoc5)nc34)CC2)no1
19543,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5ccc(N6CCN(C)CC6)cc5F)nc34)CC2)no1
19544,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5ccc(OCCO)cc5)nc34)CC2)no1
19545,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(N5CCN(C)CC5)nc34)CC2)no1
19546,CN1CCC(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)cn3C)CC4)c2)CC1
19547,CC(Oc1nc(C(F)(F)F)nc2ncc(-c3cnn(C)c3)cc12)c1c(Cl)ccc(F)c1Cl
19548,CC(=O)NC(Cc1ccc(O[PH](=O)(=O)O)cc1)C(=O)NC1CCCCN(CC=Cc2ccccc2)C1=O
19549,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3
19550,O=C(NCc1cccc(O)c1)c1ccc(O)c2[nH]c(Cc3ccccc3)nc12
19551,O=C(NCCc1ccncc1)c1cccc(CNC(=O)c2ccc3c(c2)OCO3)c1
19552,Cc1ccc(C(=O)NCc2cccc(C(=O)NCCc3ccncc3)c2)cc1C
19553,COc1cccc(C(=O)NCc2cccc(C(=O)NCCc3ccncc3)c2)c1
19554,COc1ccc(C(=O)NCc2cccc(C(=O)NCCC3CCCNC3)c2)cc1OC
19555,COc1ccc(C(=O)NCc2cccc(C(=O)NCC3CCCO3)c2)cc1OC
19556,COc1ccc(C(=O)NCc2cccc(C(=O)NCCc3ccncc3)c2)cc1
19557,COc1ccc(C(=O)NCc2cccc(C(=O)NCCc3ccncc3)c2)cc1OC
19558,CCCNC(=O)c1cccc(CNC(=O)c2ccc(OC)c(OC)c2)c1
19559,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1cccc(CNC(=O)C(C#N)=Cc2ccc(O)c(O)c2)c1
19560,O=C(NCc1cccc(O)c1)c1cc2cc(O)ccc2[nH]1
19561,COC(=O)C(Cc1ccc(O)c(O)c1)NC(=O)NCc1ccc(O)c(O)c1
19562,COC(=O)c1ccc(CNC(=O)CCc2c(SSc3[nH]c4ccccc4c3CCC(=O)NCc3ccc(C(=O)OC)c(O)c3)[nH]c3ccccc23)cc1O
19563,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccc(C(=O)O)c(O)c2)[nH]c2ccccc12)NCc1ccc(C(=O)O)c(O)c1
19564,COCCOc1cc2ncnc(N3CCN(C(=S)NCc4ccc5c(c4)OCO5)CC3)c2cc1OC
19565,COCCOc1cc2c(N3CCN(C(=S)NCc4ccc5c(c4)OCO5)CC3)ncnc2cc1OC
19566,CNc1nc2[nH]c(-c3cccc(CNC(=O)CN(C)C)c3)cc2c2c1ncn2C
19567,COc1cccc(CNC(=O)N(C)c2ccc(-c3cn[nH]c3)cc2)c1
19568,CN(C)CCCNNS(=O)(=O)c1ccc(-c2cc(-c3ccccc3)cc(C(N)=O)c2N)cc1
19569,COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3n2CCN(C)C)c1
19570,O=C(NCc1cccc(O)c1)c1cc2ccc(O)cc2cc1O
19571,CNc1nc2[nH]c(-c3cccc(CNC(C)=O)c3)cc2c2c1ncn2C
19572,CNc1nc2sc(-c3cccc(CNC(C)=O)c3)nc2c2c1ncn2C
19573,CNc1nc2sc(-c3cccc(CNC(=O)c4ccno4)c3)nc2c2c1ncn2C
19574,CNc1nc2[nH]c(-c3cccc(CNC(=O)CO)c3)cc2c2c1ncn2C
19575,CNc1nc2[nH]c(-c3cc(CNC(C)=O)ccn3)cc2c2c1ncn2C
19576,CC(C)(CO)c1ccc(CNC(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)cc1O
19577,CC(C)(CO)c1ccc(CNC(=O)c2ccc(Oc3ccccc3)cc2)cc1O
19578,O=C(NCc1cccc(O)c1)c1cc2cc(O)ccc2cc1O
19579,COc1cc2ncnc(N3CCN(C(=NC#N)NCc4cccc(Cl)c4)CC3)c2cc1OC
19580,COc1cc2ncnc(N3CCN(C(=NC#N)NCc4ccc5c(c4)OCO5)CC3)c2cc1OC
19581,O=C(NCc1cc(O)cc(O)c1)c1ccc2ccc(C(=O)O)c(O)c2n1
19582,O=C(NCc1ccc(O)c(O)c1)c1ccc2ccc(C(=O)O)c(O)c2n1
19583,O=C(NCc1ccc(O)c(O)c1)Nc1ccc2ccc(C(=O)O)c(O)c2n1
19584,NS(=O)(=O)c1ccc(N=Nc2c(O)[nH]c3ccc(C(=O)NCc4cccnc4)cc23)cc1
19585,O=C(NCCCCCCNC(=O)NCc1cccnc1)NCc1cccnc1
19586,COC(=O)c1ccccc1NC(=O)NCc1cccnc1
19587,O=C(NCc1cccnc1)c1ccc2cc3n(c2c1)CCCNC3=O
19588,O=C(NCc1cccc(C(F)(F)F)c1)c1ccc(Oc2ccccc2)cc1
19589,COc1ccc(CC(=O)Nc2nc3ccccc3s2)cc1S(=O)(=O)N1CCOCC1
19590,COc1cc(CNC(=O)c2ccc3ccc(C(=O)O)c(O)c3n2)cc(O)c1O
19591,N=C(NCc1ccc2c(c1)OCO2)NC(=O)c1ccccc1
19592,O=C(NCc1ccc(F)c(F)c1)c1c[nH]c2cc(-c3cn[nH]c3)ccc12
19593,O=C(NCc1cccc(F)c1)c1nc2ccc(-c3cn[nH]c3)cc2s1
19594,COc1cccc(CNC(=O)c2nc3ccc(-c4cn[nH]c4)cc3s2)c1
19595,COc1cccc(CNC(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)c1
19596,O=C(NCc1cccc(OC(F)(F)F)c1)c1c[nH]c2cc(-c3cn[nH]c3)ccc12
19597,COc1cccc(CNC(=O)c2cn(-c3ccccc3)c3cc(-c4cn[nH]c4)ccc23)c1
19598,COc1cccc(CNC(=O)c2c[nH]c3nc(-c4cn[nH]c4)ccc23)c1
19599,COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3n2C)c1
19600,COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1
19601,COc1cccc(CNC(=O)c2cn(C)c3nc(-c4cn[nH]c4)ccc23)c1
19602,COc1cccc(CNC(=O)c2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1
19603,COc1cccc(CNC(=O)c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)cc2)c1
19604,COc1cccc(CNC(=O)c2ccc(-c3ccncc3)cc2)c1
19605,COc1cccc(CNC(=O)c2cnc(-c3ccncc3)nc2)c1
19606,Cc1cccc(OCC(=O)Nc2cc(C)ccc2O)c1
19607,O=C(CSc1nc(C2CC2)nc2ccccc12)NCc1ccc2c(c1)OCO2
19608,O=C(NCc1cccc(OC(F)(F)F)c1)c1ccc(Oc2ccccc2)cc1
19609,O=C(NCc1ccc2c(c1)CCC2)c1ccc(Oc2ccccc2)cc1
19610,O=C(CSc1nc(=O)c2c3c(sc2[nH]1)CCCC3)NCc1cccnc1
19611,O=C(COc1ccccc1)Nc1sc2c(c1C(=O)NCc1cccnc1)CCCC2
19612,COc1cccc(CNC(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)c1
19613,COc1cccc(CNC(=O)c2c[nH]c3nc(-c4ccncc4)ccc23)c1
19614,COc1cccc(CNC(=O)c2cc3ccc(-c4ccncc4)nc3[nH]2)c1
19615,NCCNNS(=O)(=O)c1ccc(-c2cc(-c3ccccc3)cc(C(N)=O)c2N)cc1
19616,NC(=O)c1cc(-c2ccccc2)cc(-c2ccc(S(=O)(=O)NNCCCN3CCOCC3)cc2)c1N
19617,COCCCNNS(=O)(=O)c1ccc(-c2cc(-c3ccccc3)cc(C(N)=O)c2N)cc1
19618,O=C(NCc1cccc(Cl)c1)C(=O)c1c[nH]c2ccccc12
19619,COc1cc2c(N3CCN(C(=S)NCc4ccc5c(c4)OCO5)CC3)ncnc2cc1OCCN1CCOCC1
19620,COc1cc2ncnc(N3CCN(C(=O)NCc4ccc5c(c4)OCO5)CC3)c2cc1OC
19621,COc1cc2ncnc(N3CCN(C(=O)NCc4ccsc4)CC3)c2cc1OC
19622,COc1cc2c(N3CCN(C(=S)NCc4ccc(C(F)(F)F)nc4)CC3)ncnc2cc1OCCCN1CCOCC1
19623,COc1cc2ncnc(N3CCN(C(=S)NCc4cccnc4)CC3)c2cc1OC
19624,COc1cc2ncnc(N3CCN(C(=S)NCc4cccc(Cl)c4)CC3)c2cc1OC
19625,COc1cc2c(N3CCN(C(=S)NCc4ccc5c(c4)OCO5)CC3)ncnc2cc1OCCN1CCCC1
19626,COc1cc2ncnc(N3CCN(C(=S)NCc4ccc5c(c4)OCO5)CC3)c2cc1OC
19627,CCn1cc(C(=O)NCc2ccc3c(c2)OCO3)c2cc(OC)c(OC)cc2c1=O
19628,CNc1nc2[nH]c(-c3cccc(CNC(=O)CCC(N)=O)c3)cc2c2c1ncn2C
19629,CN1CCN(c2cccc(CNC(=O)c3cc(C(=O)c4ccccc4F)c[nH]3)c2)CC1
19630,COc1cccc(CNC(=O)c2c[nH]c3cc(-c4ccncc4)ccc23)c1
19631,Cc1ccc2cc3cc(C(=O)NCc4ccc5c(c4)OCO5)oc3nc2c1
19632,COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3n2CCCO)c1
19633,COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3n2Cc2cccc(OC)c2)c1
19634,COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3n2CC2CC2)c1
19635,O=C(NCc1ccc(O)c(O)c1)c1ccc2c(Cl)cc(Cl)c(O)c2n1
19636,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O
19637,Cc1ccn2ncc(C(=O)Nc3ccccc3Cl)c2c1
19638,COc1cc(C=C(C#N)C(=O)O)cc(OC)c1O
19639,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
19640,CC(Nc1nccc(-c2cc(N3CCCCC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1
19641,COc1ccc2c(Cl)c(C(=O)NNC(=O)C3CCCCC3)sc2c1
19642,CC(=O)N(C(C)=O)c1n[nH]c(=O)c2ccccc12
19643,COc1cc2c(cc1OC)Sc1ncnc(N(C)c3cccc(Cl)c3)c1NC2
19644,CC(Nc1ncnc2c1c(-c1ccccc1)cn2C1OC(C)C(O)C1O)C(=O)NC1CC1
19646,CC(Nc1nccc(-c2cc(N3CCN(C)CC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1
19647,CC(Nc1nccc(-c2cc(N3CCOCC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1
19648,CC1CCN(c2cc(-c3ccnc(NC(C)c4ccccc4)n3)c(-c3cccc(C(F)(F)F)c3)nn2)CC1
19649,COc1cc2c(cc1OC)Sc1ncnc(Oc3cccc(Br)c3)c1NC2
19650,COc1cc2c(cc1OC)Sc1ncnc(Sc3cccc(Cl)c3)c1NC2
19651,COc1cc2c(cc1OC)Sc1ncnc(Sc3cccc(Br)c3)c1NC2
19652,CC(Nc1ncnc2sc3c(c12)CCN(C(=O)C=CCN(C)C)C3)c1ccccc1
19653,CCC(Nc1ncnc2sc3c(c12)CCN(C(=O)C=CCN(C)C)C3)c1ccccc1
19654,CC(=O)N(C(C)=O)c1ccc(-c2cnc3ccc4ccncc4c3c2)cc1
19655,CC(Nc1ncnc2sc3c(c12)CCCC3)c1ccccc1
19657,CN(C)C=CCC(=O)N1CCc2c(sc3ncnc(NC(CO)Cc4ccccc4)c23)C1
19658,CC(CO)Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12
19660,CCC(Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1
19661,CC(Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1
19662,CC(C)Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c12
19663,COC(=O)C(Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1
19664,OCC(CO)Nc1ncnc2[nH]cc(-c3ccccc3)c12
19665,COc1ccc2c(Cl)c(C(N)=O)sc2c1
19666,COc1ccc2c(Cl)c(C(=O)N(C)Cc3ccccc3)sc2c1
19667,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1
19668,O=S(=O)(Nc1cc(-c2cnc3ncccc3c2)cnc1Cl)c1ccc(F)cc1
19669,CC(=O)OCC1OC(OC2C(COC(C)=O)OC(n3[se]c4ccccc4c3=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
19670,CC(=O)OCC1OC(NC(=O)CCCn2[se]c3ccccc3c2=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
19671,COC(=O)C1CCCN1C(=O)C(Cc1ccccc1)N(C)C(=O)C(C)NC(=O)C(NC(=O)CC(O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(OC(=O)C(OC(=O)C(C(C)C)N(C)C)C(C)C)C(C)C)C(C)O
19672,O=C(CCCn1[se]c2ccccc2c1=O)NC1OC(CO)C(O)C(O)C1O
19673,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc(=O)[nH]c2)n1
19674,O=C(Nc1cccc(-c2ncnc3cc(-c4cccnc4)sc23)c1)c1cccc(C(F)(F)F)c1
